"timestamp","Output_Video_Timestamp","gaze2d","Object_Label","Object_BB","Overlapping_Objects","Overlapping_Objects_BBs","Detected_Objects","BBs_all"
31.30780487,0.6666666666666666,"(0.46172714, 0.37932515)","blue pentagon","[0.5104957222938538, 0.39156004786491394, 0.08292144536972046, 0.11028070002794266]","['blue pentagon']","[[0.5104957222938538, 0.39156004786491394, 0.08292144536972046, 0.11028070002794266]]","['purple circle', 'yellow star', 'pink rectangle red rectangle', 'yellow triangle', 'blue rectangle blue pentagon', 'blue pentagon', 'pink rectangle red circle red rectangle']","[[0.8767322301864624, 0.26676589250564575, 0.0960361436009407, 0.12733414769172668], [0.6390690207481384, 0.2821270525455475, 0.0895562469959259, 0.13650667667388916], [0.5080015063285828, 0.022067394107580185, 0.07214724272489548, 0.04302488639950752], [0.1349082589149475, 0.36829686164855957, 0.10633505135774612, 0.1535906195640564], [0.28180328011512756, 0.2767435312271118, 0.09926759451627731, 0.10677163302898407], [0.5104957222938538, 0.39156004786491394, 0.08292144536972046, 0.11028070002794266], [0.5088008642196655, 0.029580648988485336, 0.09677758067846298, 0.0581648163497448]]"
31.37792287,0.7333333333333333,"(0.4616869, 0.3776664)","blue pentagon","[0.5106120705604553, 0.39126846194267273, 0.08305219560861588, 0.11053044348955154]","['blue pentagon']","[[0.5106120705604553, 0.39126846194267273, 0.08305219560861588, 0.11053044348955154]]","['purple circle', 'yellow star', 'pink rectangle red rectangle', 'yellow triangle', 'blue rectangle blue pentagon', 'blue pentagon', 'pink rectangle red circle red rectangle']","[[0.8777161240577698, 0.26685720682144165, 0.09608011692762375, 0.1275593638420105], [0.6396418809890747, 0.2819184362888336, 0.08990554511547089, 0.13697093725204468], [0.5084438920021057, 0.02120731770992279, 0.07213829457759857, 0.04144405201077461], [0.13434849679470062, 0.366578608751297, 0.10636288672685623, 0.15287092328071594], [0.2818955183029175, 0.2752522826194763, 0.09986460953950882, 0.10786407440900803], [0.5106120705604553, 0.39126846194267273, 0.08305219560861588, 0.11053044348955154], [0.5089438557624817, 0.02888125739991665, 0.09524653851985931, 0.05675008147954941]]"
31.43801687,0.7999999999999999,"(0.46103042, 0.3778334)","blue pentagon","[0.5095353126525879, 0.3910406827926636, 0.08335527777671814, 0.10933101177215576]","['blue pentagon']","[[0.5095353126525879, 0.3910406827926636, 0.08335527777671814, 0.10933101177215576]]","['purple circle', 'yellow star', 'pink rectangle red rectangle', 'yellow triangle', 'blue pentagon', 'blue rectangle blue pentagon', 'pink rectangle red circle red rectangle']","[[0.8764387965202332, 0.26739636063575745, 0.09620214998722076, 0.1269296258687973], [0.6388964653015137, 0.28175806999206543, 0.08981165289878845, 0.13691996037960052], [0.5078905820846558, 0.02108529955148697, 0.07161558419466019, 0.04118774086236954], [0.13270671665668488, 0.3651612401008606, 0.10695692896842957, 0.15335501730442047], [0.5095353126525879, 0.3910406827926636, 0.08335527777671814, 0.10933101177215576], [0.2807430922985077, 0.27431055903434753, 0.10012597590684891, 0.10839834809303284], [0.5082885026931763, 0.02889728732407093, 0.09530609846115112, 0.05692611634731293]]"
31.50816687,0.8666666666666666,"(0.4591502, 0.37809354)","blue pentagon","[0.5091532468795776, 0.3900149166584015, 0.08310072124004364, 0.10884783416986465]","['blue pentagon']","[[0.5091532468795776, 0.3900149166584015, 0.08310072124004364, 0.10884783416986465]]","['purple circle', 'yellow star', 'yellow triangle', 'pink rectangle red circle red rectangle', 'blue pentagon', 'blue rectangle blue pentagon', 'red circle red rectangle']","[[0.8758893609046936, 0.26700472831726074, 0.09594427049160004, 0.12698563933372498], [0.6384680271148682, 0.28110814094543457, 0.08947248011827469, 0.13608501851558685], [0.13233573734760284, 0.3640308976173401, 0.1068568155169487, 0.153172567486763], [0.5075526237487793, 0.020672554150223732, 0.07133562862873077, 0.04046927019953728], [0.5091532468795776, 0.3900149166584015, 0.08310072124004364, 0.10884783416986465], [0.28031793236732483, 0.2735064625740051, 0.09989561140537262, 0.10774216800928116], [0.5080257058143616, 0.028097067028284073, 0.09273460507392883, 0.05540633201599121]]"
31.57828587,0.9333333333333332,"(0.45810962, 0.37827617)","blue pentagon","[0.5102092623710632, 0.3918856978416443, 0.0824904516339302, 0.10854153335094452]","['blue pentagon']","[[0.5102092623710632, 0.3918856978416443, 0.0824904516339302, 0.10854153335094452]]","['purple circle', 'yellow star', 'pink rectangle red circle red rectangle', 'yellow triangle', 'blue rectangle blue pentagon', 'blue pentagon', 'rec red circle red rectangle']","[[0.876384973526001, 0.2693242132663727, 0.09586262702941895, 0.12688155472278595], [0.6390599608421326, 0.2832121253013611, 0.08926792442798615, 0.1370365172624588], [0.5083677768707275, 0.0214481670409441, 0.0716991275548935, 0.041887059807777405], [0.13383600115776062, 0.36561188101768494, 0.10641185194253922, 0.15297147631645203], [0.2817525565624237, 0.27492555975914, 0.09975016117095947, 0.1089993268251419], [0.5102092623710632, 0.3918856978416443, 0.0824904516339302, 0.10854153335094452], [0.5087698101997375, 0.02880757674574852, 0.09352575242519379, 0.056591667234897614]]"
31.63837987,0.9999999999999999,"(0.45703644, 0.37824517)","blue pentagon","[0.5109199285507202, 0.395489364862442, 0.08193352818489075, 0.10903134196996689]","['blue pentagon']","[[0.5109199285507202, 0.395489364862442, 0.08193352818489075, 0.10903134196996689]]","['purple circle', 'yellow star', 'pink rectangle circle red rectangle', 'yellow triangle', 'blue pentagon', 'blue rectangle blue pentagon', 'rec red circle red rectangle']","[[0.8772804141044617, 0.27380454540252686, 0.09567509591579437, 0.12620262801647186], [0.6398919224739075, 0.2869490087032318, 0.08916974812746048, 0.13540129363536835], [0.5097207427024841, 0.023813651874661446, 0.07402040809392929, 0.04656236618757248], [0.1358383744955063, 0.36927133798599243, 0.10613574087619781, 0.15218347311019897], [0.5109199285507202, 0.395489364862442, 0.08193352818489075, 0.10903134196996689], [0.2830764651298523, 0.27910006046295166, 0.0986730307340622, 0.10760268568992615], [0.5100724697113037, 0.03205150365829468, 0.09688027203083038, 0.06272425502538681]]"
31.70852987,1.0666666666666667,"(0.4583066, 0.38162795)","blue pentagon","[0.510897696018219, 0.3958227336406708, 0.0818876251578331, 0.10800325125455856]","['blue pentagon']","[[0.510897696018219, 0.3958227336406708, 0.0818876251578331, 0.10800325125455856]]","['purple circle', 'yellow star', 'pink rectangle red rectangle', 'yellow triangle', 'blue rectangle blue pentagon', 'blue pentagon', 'pink rectangle red circle red rectangle']","[[0.876784086227417, 0.27399784326553345, 0.09564229100942612, 0.1262030303478241], [0.6396768093109131, 0.28753504157066345, 0.08928466588258743, 0.13543260097503662], [0.509568452835083, 0.024187400937080383, 0.07437404245138168, 0.04720146954059601], [0.13563187420368195, 0.3702412545681, 0.10639818012714386, 0.153196781873703], [0.2829333245754242, 0.27994945645332336, 0.09867487847805023, 0.10681768506765366], [0.510897696018219, 0.3958227336406708, 0.0818876251578331, 0.10800325125455856], [0.5100081562995911, 0.0325721837580204, 0.09754627197980881, 0.06367599219083786]]"
31.77864887,1.1333333333333333,"(0.46033987, 0.38326618)","blue pentagon","[0.5102606415748596, 0.3942512571811676, 0.0821080431342125, 0.10781825333833694]","['blue pentagon']","[[0.5102606415748596, 0.3942512571811676, 0.0821080431342125, 0.10781825333833694]]","['purple circle', 'yellow star', 'pink rectangle red rectangle', 'yellow triangle', 'blue pentagon', 'blue rectangle blue pentagon', 'pink rectangle red circle red rectangle']","[[0.8757438659667969, 0.2726152241230011, 0.09551240503787994, 0.12567272782325745], [0.6389092803001404, 0.2860468327999115, 0.08938522636890411, 0.13613027334213257], [0.5087131857872009, 0.023797515779733658, 0.07411383092403412, 0.046494387090206146], [0.13435669243335724, 0.36830559372901917, 0.1060463935136795, 0.1525433361530304], [0.5102606415748596, 0.3942512571811676, 0.0821080431342125, 0.10781825333833694], [0.281881183385849, 0.2782241106033325, 0.09915867447853088, 0.1072542741894722], [0.5093171000480652, 0.03278908506035805, 0.09897694736719131, 0.06421146541833878]]"
31.83874087,1.2,"(0.46236593, 0.3856177)","blue pentagon","[0.5104712843894958, 0.3926020562648773, 0.08228769898414612, 0.10726667195558548]","['blue pentagon']","[[0.5104712843894958, 0.3926020562648773, 0.08228769898414612, 0.10726667195558548]]","['purple circle', 'yellow star', 'pink rectangle red rectangle', 'yellow triangle', 'blue rectangle blue pentagon', 'blue pentagon', 'pink rectangle red circle red rectangle']","[[0.8764450550079346, 0.27034792304039, 0.09559909254312515, 0.12614867091178894], [0.6392605304718018, 0.28417083621025085, 0.08962428569793701, 0.13720591366291046], [0.5086348652839661, 0.022790510207414627, 0.07329729199409485, 0.04441860690712929], [0.13442018628120422, 0.367516428232193, 0.10605669021606445, 0.15284065902233124], [0.2820962965488434, 0.2769021689891815, 0.09873738139867783, 0.10676717013120651], [0.5104712843894958, 0.3926020562648773, 0.08228769898414612, 0.10726667195558548], [0.5092471837997437, 0.031155215576291084, 0.09804658591747284, 0.06108524650335312]]"
31.908892870000003,1.2666666666666666,"(0.46487454, 0.3869173)","blue pentagon","[0.510143518447876, 0.3924001455307007, 0.0823950320482254, 0.10812561213970184]","['blue pentagon']","[[0.510143518447876, 0.3924001455307007, 0.0823950320482254, 0.10812561213970184]]","['purple circle', 'yellow star', 'pink rectangle red rectangle', 'yellow triangle', 'blue rectangle blue pentagon', 'blue pentagon', 'pink rectangle red circle red rectangle']","[[0.876038670539856, 0.26931697130203247, 0.09579969942569733, 0.12594206631183624], [0.6388866305351257, 0.28356632590293884, 0.08959036320447922, 0.1367976814508438], [0.5083131790161133, 0.022672761231660843, 0.07311289757490158, 0.04419691488146782], [0.13389310240745544, 0.367202490568161, 0.10612864047288895, 0.1529470980167389], [0.28170493245124817, 0.2765078544616699, 0.09934181720018387, 0.10736657679080963], [0.510143518447876, 0.3924001455307007, 0.0823950320482254, 0.10812561213970184], [0.5092183351516724, 0.032896362245082855, 0.09998811036348343, 0.0641423836350441]]"
